username,revid,revtime,pagetitle,isReverted,revertTime,cluebotRevert,stiki_score,stiki_REP_USER
Azkle,536616450,2013-02-05T01:13:36Z,Amazon.com,FALSE,-,0,0.118156978,0
Azkle,536965732,2013-02-07T00:08:11Z,Reese Havens,FALSE,-,0,0.219086117,0
Azkle,536966502,2013-02-07T00:13:53Z,Juan Lagares,FALSE,-,0,0.143809918,0
Azkle,536966897,2013-02-07T00:17:01Z,César Puello,FALSE,-,0,0.163283138,0
Azkle,536967550,2013-02-07T00:22:05Z,Darin Gorski,FALSE,-,0,0.219086117,0
Azkle,536967652,2013-02-07T00:23:01Z,Darin Gorski,FALSE,-,0,0.186032356,0
Azkle,536969064,2013-02-07T00:32:37Z,Felipe Rivero,FALSE,-,0,0.143809918,0
Azkle,536969326,2013-02-07T00:34:26Z,Felipe Rivero,FALSE,-,0,0.391026362,0
Azkle,580487051,2013-11-06T18:44:12Z,Edgemont Junior – Senior High School,FALSE,-,0,0,0
,,,,,,,,
Tgrosinger,532613266,2013-01-11T23:01:21Z,Siege of Weissenstein,FALSE,-,0,0.219086117,0
Tgrosinger,532614615,2013-01-11T23:11:48Z,Anstruther,FALSE,-,0,0.292556491,0
Tgrosinger,532619740,2013-01-11T23:53:54Z,Sexism,TRUE,2013-01-12T00:00:48Z,0,0.374022142,0
Tgrosinger,532621397,2013-01-12T00:08:07Z,Downcasting,FALSE,-,0,0.321257247,0
Tgrosinger,532621450,2013-01-12T00:08:33Z,Downcasting,FALSE,-,0,0.082944217,0
Tgrosinger,532623139,2013-01-12T00:23:46Z,Gentoo (slang),FALSE,-,0,0.122067022,0
Tgrosinger,532729926,2013-01-12T18:03:21Z,Sqoop,FALSE,-,0,0.223393326,0
Tgrosinger,532730101,2013-01-12T18:04:42Z,Sqoop,FALSE,-,0,0.082944217,0
Tgrosinger,532738381,2013-01-12T19:01:54Z,User:Tgrosinger,FALSE,-,0,0,0
Tgrosinger,533897133,2013-01-19T20:43:55Z,Wikipedia:Sandbox,TRUE,2013-01-19T21:00:15Z,0,0,0
Tgrosinger,533897577,2013-01-19T20:47:06Z,Golden tiger,FALSE,-,0,0.025308024,0
Tgrosinger,533897716,2013-01-19T20:48:03Z,Tabby cat,FALSE,-,0,0.03704048,0
Tgrosinger,533897816,2013-01-19T20:48:46Z,Steeler Nation,FALSE,-,0,0.108999664,0
Tgrosinger,533898033,2013-01-19T20:50:30Z,User talk:208.119.81.194,FALSE,-,0,0,0
Tgrosinger,533898291,2013-01-19T20:52:33Z,Alouette (song),FALSE,-,0,0.025308024,0
Tgrosinger,533900855,2013-01-19T21:11:23Z,Jan Marini,FALSE,-,0,0.03689807,0
Tgrosinger,533903252,2013-01-19T21:28:29Z,SkyMiles,FALSE,-,0,0.147417661,0
Tgrosinger,533903371,2013-01-19T21:29:13Z,User talk:209.204.163.5,FALSE,-,0,0,0
Tgrosinger,533907297,2013-01-19T21:57:36Z,Wild Bunch,FALSE,-,0,0.03689807,0
Tgrosinger,533907559,2013-01-19T21:59:18Z,User talk:Jonjon893,TRUE,2013-01-19T22:03:19Z,0,0,0
Tgrosinger,533907618,2013-01-19T21:59:42Z,Livid (film),FALSE,-,0,0.03689807,0
Tgrosinger,533908737,2013-01-19T22:07:30Z,Cardigan Mountain School,FALSE,-,0,0.025308024,0
Tgrosinger,533908898,2013-01-19T22:08:34Z,User talk:173.9.80.225,FALSE,-,0,0,0
Tgrosinger,533909105,2013-01-19T22:10:01Z,Cardigan Mountain School,FALSE,-,0,0.025308024,0
Tgrosinger,533964981,2013-01-20T06:06:03Z,Risk management,FALSE,-,0,0.058304648,0
Tgrosinger,533965054,2013-01-20T06:06:59Z,User talk:203.210.79.192,FALSE,-,0,0,0
Tgrosinger,533967022,2013-01-20T06:33:28Z,2013 Australian Open,FALSE,-,0,0.058359578,0
Tgrosinger,533967068,2013-01-20T06:34:02Z,User talk:58.111.181.30,FALSE,-,0,0,0
Tgrosinger,534018825,2013-01-20T16:14:17Z,Samsung Electronics,FALSE,-,0,0.084092345,0
Tgrosinger,534018990,2013-01-20T16:15:46Z,User talk:202.91.79.114,FALSE,-,0,0,0
Tgrosinger,534019112,2013-01-20T16:16:44Z,Miracle on Ice,FALSE,-,0,0.042614972,0
Tgrosinger,534019430,2013-01-20T16:19:31Z,User talk:Tgrosinger,FALSE,-,0,0,0
Tgrosinger,534023240,2013-01-20T16:50:29Z,Tourist attractions in Warsaw,FALSE,-,0,0.025308024,0
Tgrosinger,534023322,2013-01-20T16:51:07Z,User talk:24.192.221.133,FALSE,-,0,0,0
Tgrosinger,534023517,2013-01-20T16:52:27Z,Abkari,FALSE,-,0,0.042007169,0
Tgrosinger,534023609,2013-01-20T16:53:05Z,User talk:121.244.174.3,FALSE,-,0,0,0
Tgrosinger,534031158,2013-01-20T17:52:35Z,"The Priory School, Shrewsbury",TRUE,2013-01-20T18:06:28Z,0,0.061803466,0
Tgrosinger,534031323,2013-01-20T17:53:50Z,User talk:128.240.229.68,FALSE,-,0,0,0
Tgrosinger,534031497,2013-01-20T17:55:09Z,Hydroponics,FALSE,-,0,0.084092345,0
Tgrosinger,534031628,2013-01-20T17:56:07Z,Imiut fetish,FALSE,-,0,0.025308024,0
Tgrosinger,534031686,2013-01-20T17:56:39Z,User talk:77.98.185.227,FALSE,-,0,0,0
Tgrosinger,534033958,2013-01-20T18:14:34Z,Milton Keynes Academy,FALSE,-,0,0.03704048,0
Tgrosinger,534034024,2013-01-20T18:15:10Z,User talk:Wasteman1234,FALSE,-,0,0,0
Tgrosinger,534035120,2013-01-20T18:23:10Z,List of Regular Show episodes,FALSE,-,0,0.03704048,0
Tgrosinger,534035167,2013-01-20T18:23:28Z,User talk:82.30.90.250,FALSE,-,0,0,0
Tgrosinger,534553595,2013-01-23T21:34:10Z,Wikipedia:Sandbox,FALSE,-,0,0,0
Tgrosinger,534553734,2013-01-23T21:35:06Z,Thomas More,FALSE,-,0,0.054013208,0
Tgrosinger,537167961,2013-02-08T05:00:23Z,User:Tgrosinger/sandbox,FALSE,-,0,0,0
Tgrosinger,539104063,2013-02-19T20:39:05Z,Storm (event processor),FALSE,-,0,0,0
Tgrosinger,539104586,2013-02-19T20:42:50Z,Storm (event processor),FALSE,-,0,0,0
Tgrosinger,539104591,2013-02-19T20:42:51Z,Wikipedia talk:Articles for creation/Storm,FALSE,-,0,0,0
Tgrosinger,539104717,2013-02-19T20:43:42Z,Storm (event processor),FALSE,-,0,0,0
Tgrosinger,539105018,2013-02-19T20:45:53Z,Storm (event processor),FALSE,-,0,0,0
Tgrosinger,539105065,2013-02-19T20:46:12Z,Storm (event processor),FALSE,-,0,0.025308024,0
Tgrosinger,539105142,2013-02-19T20:46:41Z,Storm (event processor),FALSE,-,0,0,0
Tgrosinger,539105620,2013-02-19T20:49:53Z,Storm (disambiguation),FALSE,-,0,0.159225775,0
Tgrosinger,539914351,2013-02-23T16:49:06Z,Wikipedia:WikiProject Seattle/Active participants,FALSE,-,0,0,0
Tgrosinger,539919585,2013-02-23T17:26:02Z,Mighty-O Donuts,FALSE,-,0,0.108999664,0
Tgrosinger,539920694,2013-02-23T17:34:24Z,Mike's Hard Lemonade Co.,FALSE,-,0,0.108999664,0
Tgrosinger,539922050,2013-02-23T17:44:00Z,Diamond Parking,FALSE,-,0,0.108999664,0
Tgrosinger,539930419,2013-02-23T18:47:52Z,Espresso Vivace,FALSE,-,0,0.108999664,0
Tgrosinger,539932349,2013-02-23T19:01:54Z,User talk:Tgrosinger,FALSE,-,0,0,0
Tgrosinger,539935108,2013-02-23T19:21:13Z,John L. Scott,FALSE,-,0,0.108999664,0
Tgrosinger,539935374,2013-02-23T19:23:05Z,John L. Scott,FALSE,-,0,0.025308024,0
Tgrosinger,539935846,2013-02-23T19:26:16Z,Mighty-O Donuts,FALSE,-,0,0.073508761,0
Tgrosinger,539936062,2013-02-23T19:27:47Z,Espresso Vivace,FALSE,-,0,0.073508761,0
Tgrosinger,539943403,2013-02-23T20:21:29Z,User talk:Skyerise,FALSE,-,0,0,0
Tgrosinger,539944141,2013-02-23T20:26:16Z,User talk:Skyerise,FALSE,-,0,0,0
Tgrosinger,540982409,2013-02-27T16:42:58Z,Talk:Torchwood/GA1,FALSE,-,0,0,0
Tgrosinger,540989343,2013-02-27T17:12:00Z,Talk:Torchwood/GA1,FALSE,-,0,0,0
Tgrosinger,603457688,2014-04-09T14:52:58Z,List of Apache Software Foundation projects,FALSE,-,0,0.053050574,0
Tgrosinger,603457895,2014-04-09T14:54:24Z,List of Apache Software Foundation projects,FALSE,-,0,0.061571937,0
Tgrosinger,615305471,2014-07-02T15:10:50Z,Clojure,FALSE,-,0,0.063328332,0
Tgrosinger,615305547,2014-07-02T15:11:26Z,Go (programming language),FALSE,-,0,0.050979829,0
,,,,,,,,
BanglarBogra,531324948,2013-01-04T19:48:28Z,User:BanglarBogra,FALSE,-,0,0,0
BanglarBogra,531325423,2013-01-04T19:51:09Z,User:BanglarBogra,FALSE,-,0,0,0
BanglarBogra,531326137,2013-01-04T19:54:51Z,User talk:BanglarBogra,FALSE,-,0,0,0
,,,,,,,,
Tiny Trot,534612833,2013-01-24T05:37:33Z,Bondo (putty),TRUE,2013-01-24T06:33:33Z,0,0.279287216,0
Tiny Trot,534612863,2013-01-24T05:37:52Z,Bondo (putty),TRUE,2013-01-24T06:33:33Z,0,0.242320361,0
Tiny Trot,534613185,2013-01-24T05:42:01Z,V. C. vs. Slovakia,FALSE,-,0,0.391026362,0
Tiny Trot,534613716,2013-01-24T05:48:33Z,White (horse),FALSE,-,0,0.314535449,0
Tiny Trot,534614312,2013-01-24T05:55:36Z,White (horse),FALSE,-,0,0.082944217,0
Tiny Trot,534614473,2013-01-24T05:57:18Z,White (horse),FALSE,-,0,0.082944217,0
Tiny Trot,535252184,2013-01-27T23:56:56Z,Talk:Equine coat color genetics,FALSE,-,0,0,0
Tiny Trot,535255619,2013-01-28T00:21:28Z,User:Tiny Trot,FALSE,-,0,0,0
Tiny Trot,535255973,2013-01-28T00:23:55Z,User:Tiny Trot,FALSE,-,0,0,0
Tiny Trot,535256278,2013-01-28T00:26:11Z,User:Tiny Trot,FALSE,-,0,0,0
Tiny Trot,535256351,2013-01-28T00:26:45Z,User:Tiny Trot,FALSE,-,0,0,0
Tiny Trot,535447026,2013-01-29T02:22:59Z,Talk:Equine coat color genetics,FALSE,-,0,0,0
Tiny Trot,535447083,2013-01-29T02:23:24Z,Talk:Equine coat color genetics,FALSE,-,0,0,0
,,,,,,,,
Spaceman Spiff Jr.,535099414,2013-01-27T03:11:34Z,User:Spaceman Spiff Jr.,FALSE,-,0,0,0
Spaceman Spiff Jr.,535099569,2013-01-27T03:12:44Z,User:Spaceman Spiff Jr.,FALSE,-,0,0,0
Spaceman Spiff Jr.,535099619,2013-01-27T03:13:03Z,User:Spaceman Spiff Jr.,FALSE,-,0,0,0
Spaceman Spiff Jr.,535099655,2013-01-27T03:13:20Z,User:Spaceman Spiff Jr.,FALSE,-,0,0,0
Spaceman Spiff Jr.,535100724,2013-01-27T03:21:21Z,Paul McGuire (radio host),FALSE,-,0,0,0
Spaceman Spiff Jr.,535101857,2013-01-27T03:30:42Z,L.A. Without a Map,FALSE,-,0,0,0
Spaceman Spiff Jr.,535101984,2013-01-27T03:31:43Z,L.A. Without a Map,FALSE,-,0,0,0
Spaceman Spiff Jr.,535102128,2013-01-27T03:32:56Z,Edwin N. Clark,FALSE,-,0,0,0
,,,,,,,,
Naveenchand3,530919434,2013-01-02T14:04:25Z,Jeay Sindh Muttahida Mahaz,FALSE,-,0,0,0
Naveenchand3,531091485,2013-01-03T14:35:09Z,Jeay Sindh Muttahida Mahaz,FALSE,-,0,0,0
Naveenchand3,531102423,2013-01-03T15:59:29Z,Jeay Sindh Muttahida Mahaz,FALSE,-,0,0,0
Naveenchand3,531287013,2013-01-04T15:46:30Z,User:Naveenchand3,FALSE,-,0,0,0
Naveenchand3,531288293,2013-01-04T15:55:16Z,Wikipedia:WikiProject Pakistan/Assessment,FALSE,-,0,0,0
Naveenchand3,531463028,2013-01-05T16:06:18Z,Talk:Jeay Sindh Muttahida Mahaz,FALSE,-,0,0,0
Naveenchand3,531465382,2013-01-05T16:23:36Z,Amar Sindhu,FALSE,-,0,0,0
Naveenchand3,531465895,2013-01-05T16:27:38Z,Aijaz Ahmad Mangi,FALSE,-,0,0,0
Naveenchand3,531466131,2013-01-05T16:29:28Z,List of Pakistani journalists,FALSE,-,0,0,0
Naveenchand3,531739957,2013-01-07T05:35:18Z,Jeay Sindh Muttahida Mahaz,FALSE,-,0,0,0
,,,,,,,,
Griff88,533205575,2013-01-15T14:29:37Z,"User:Griff88/Do svidanja, Moskva",FALSE,-,0,0,0
Griff88,533206041,2013-01-15T14:34:15Z,"User:Griff88/Do svidanja, Moskva",FALSE,-,0,0,0
Griff88,533343359,2013-01-16T09:46:16Z,"User:Griff88/Do svidanja, Moskva",FALSE,-,0,0,0
Griff88,533343583,2013-01-16T09:49:54Z,"User:Griff88/Do svidanja, Moskva",FALSE,-,0,0,0
Griff88,534804589,2013-01-25T10:48:57Z,1994 Winter Olympics national flag bearers,FALSE,-,0,0,0
Griff88,534804650,2013-01-25T10:49:47Z,1994 Winter Olympics national flag bearers,FALSE,-,0,0.099481411,0
Griff88,534937526,2013-01-26T04:59:38Z,1994 Winter Olympics national flag bearers,FALSE,-,0,0.219086117,0
Griff88,543337932,2013-03-11T03:56:41Z,2004 Summer Olympics national flag bearers,FALSE,-,0,0.053050574,0
Griff88,544562824,2013-03-16T05:47:56Z,Indonesia at the 1952 Summer Olympics,FALSE,-,0,0.076279874,0
Griff88,544563250,2013-03-16T05:50:39Z,Indonesia at the 1952 Summer Olympics,FALSE,-,0,0.050979829,0
Griff88,544577576,2013-03-16T07:22:40Z,2012 Pekan Olahraga Nasional,FALSE,-,0,0.013453117,0
Griff88,544578463,2013-03-16T07:28:29Z,2012 Pekan Olahraga Nasional,FALSE,-,0,0.060143151,0
Griff88,544843626,2013-03-17T04:32:21Z,2004 Summer Olympics national flag bearers,FALSE,-,0,0.076279874,0
Griff88,544845819,2013-03-17T04:42:38Z,2008 Summer Olympics Parade of Nations,FALSE,-,0,0.076279874,0
Griff88,544847250,2013-03-17T04:48:56Z,Talk:2008 Summer Olympics Parade of Nations,FALSE,-,0,0,0
Griff88,545354845,2013-03-19T04:48:29Z,Talk:1972 Summer Olympics,FALSE,-,0,0,0
Griff88,550117825,2013-04-13T07:20:15Z,Athletics at the 2007 Southeast Asian Games,FALSE,-,0,0.088345968,0
Griff88,550119273,2013-04-13T07:37:18Z,Athletics at the 2007 Southeast Asian Games,FALSE,-,0,0.071491565,0
Griff88,550442023,2013-04-15T08:22:00Z,Wikipedia:WikiProject Multi-sport events/Asian Games task force,FALSE,-,0,0,0
Griff88,550442653,2013-04-15T08:30:01Z,User talk:Bill william compton,FALSE,-,0,0,0
Griff88,550587789,2013-04-16T04:01:04Z,2010 Asian Games opening ceremony,FALSE,-,0,0.074536897,0
Griff88,550590273,2013-04-16T04:25:47Z,1998 Asian Games,FALSE,-,0,0.046000978,0
Griff88,550590576,2013-04-16T04:28:18Z,1998 Asian Games,FALSE,-,0,0.086195396,0
Griff88,552252099,2013-04-26T10:15:25Z,List of flag bearers for Indonesia at the Olympics,FALSE,-,0,0.046000978,0
Griff88,555908652,2013-05-20T07:01:26Z,Water polo at the Summer Olympics,FALSE,-,0,0.052302063,0
Griff88,556232514,2013-05-22T08:03:11Z,2008 Summer Olympics Parade of Nations,FALSE,-,0,0.046000978,0
Griff88,556397098,2013-05-23T08:36:44Z,Talk:2004 Summer Olympics,FALSE,-,0,0,0
Griff88,556397508,2013-05-23T08:40:50Z,Talk:2004 Summer Olympics,FALSE,-,0,0,0
Griff88,556398136,2013-05-23T08:49:05Z,Wikipedia:WikiProject Olympics/Members,FALSE,-,0,0,0
Griff88,556690387,2013-05-25T05:43:37Z,2004 Summer Olympics national flag bearers,FALSE,-,0,0.063150611,0
Griff88,556703053,2013-05-25T08:45:13Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0,0
Griff88,556703173,2013-05-25T08:46:54Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.110957283,0
Griff88,556703286,2013-05-25T08:48:34Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.086195396,0
Griff88,556723852,2013-05-25T12:57:51Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.022444708,0
Griff88,556724232,2013-05-25T13:01:46Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.03689807,0
Griff88,556830627,2013-05-26T06:34:42Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.046000978,0
Griff88,556830799,2013-05-26T06:36:57Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.061571937,0
Griff88,556831092,2013-05-26T06:41:22Z,1972 Summer Olympics national flag bearers,FALSE,-,0,0.061571937,0
Griff88,557487013,2013-05-30T09:00:05Z,2008 Summer Olympics Parade of Nations,FALSE,-,0,0.063150611,0
Griff88,559503013,2013-06-12T04:24:52Z,2015 UEFA European Under-21 Championship qualification Group 10,FALSE,-,0,0.046000978,0
Griff88,561780814,2013-06-27T05:42:31Z,1980 Summer Olympics national flag bearers,FALSE,-,0,0.076279874,0
Griff88,561934260,2013-06-28T07:54:13Z,Greece at the 1992 Summer Olympics,FALSE,-,0,0.054269257,0
Griff88,561939196,2013-06-28T08:58:54Z,Template:Country flag IOC alias AFG,FALSE,-,0,0,0
Griff88,562085476,2013-06-29T08:54:07Z,1992 Summer Olympics national flag bearers,FALSE,-,0,0,0
Griff88,562085828,2013-06-29T08:58:28Z,1992 Summer Olympics national flag bearers,FALSE,-,0,0.060143151,0
Griff88,562351158,2013-07-01T05:55:06Z,1992 Summer Olympics national flag bearers,FALSE,-,0,0.052302063,0
Griff88,563778610,2013-07-11T07:07:24Z,User talk:KFP,FALSE,-,0,0,0
Griff88,563778783,2013-07-11T07:09:55Z,User talk:KFP,FALSE,-,0,0,0
Griff88,567790945,2013-08-09T08:42:45Z,Indonesia at the 2000 Summer Olympics,FALSE,-,0,0.053050574,0
Griff88,567792552,2013-08-09T09:05:08Z,Athletics at the Summer Olympics,FALSE,-,0,0.046000978,0
Griff88,567794824,2013-08-09T09:32:21Z,Athletics at the Summer Olympics,FALSE,-,0,0.050979829,0
Griff88,567919601,2013-08-10T07:48:47Z,Swimming at the 1968 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.011600945,0
Griff88,567920084,2013-08-10T07:56:56Z,Swimming at the 1968 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.009239363,0
Griff88,567920706,2013-08-10T08:06:53Z,Swimming at the 1980 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.079878426,0
Griff88,567925299,2013-08-10T09:14:59Z,Indonesia at the 1952 Summer Olympics,FALSE,-,0,0.046000978,0
Griff88,568039570,2013-08-11T06:23:08Z,Swimming at the 1968 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.079878426,0
Griff88,568045313,2013-08-11T07:43:22Z,Swimming at the 1952 Summer Olympics – Men's 200 metre breaststroke,FALSE,-,0,0.036159016,0
Griff88,568050198,2013-08-11T08:54:55Z,Swimming at the 1952 Summer Olympics – Men's 200 metre breaststroke,FALSE,-,0,0.086195396,0
Griff88,568052105,2013-08-11T09:21:55Z,Wikipedia talk:WikiProject Olympics,FALSE,-,0,0,0
Griff88,568052181,2013-08-11T09:22:58Z,Swimming at the 1952 Summer Olympics – Men's 200 metre breaststroke,FALSE,-,0,0.03689807,0
Griff88,568175188,2013-08-12T06:55:14Z,Swimming at the 1952 Summer Olympics – Men's 200 metre breaststroke,FALSE,-,0,0.03164557,0
Griff88,568186088,2013-08-12T09:09:01Z,Swimming at the 1952 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.036159016,0
Griff88,568190453,2013-08-12T10:02:43Z,Swimming at the 1952 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.028944596,0
Griff88,568475684,2013-08-14T08:20:30Z,Indonesia at the 2010 Asian Games,FALSE,-,0,0.052302063,0
Griff88,568770610,2013-08-16T08:55:32Z,Swimming at the 1968 Summer Olympics – Men's 4 × 100 metre freestyle relay,FALSE,-,0,0.036159016,0
Griff88,568771269,2013-08-16T09:03:25Z,Swimming at the 1968 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.054269257,0
Griff88,568906094,2013-08-17T08:38:00Z,Swimming at the 1968 Summer Olympics – Men's 4 × 100 metre freestyle relay,FALSE,-,0,0.053050574,0
Griff88,568906406,2013-08-17T08:41:01Z,Swimming at the 1968 Summer Olympics – Men's 4 × 100 metre freestyle relay,FALSE,-,0,0.086195396,0
Griff88,569553160,2013-08-21T10:40:04Z,Wikipedia talk:WikiProject Olympics,FALSE,-,0,0,0
Griff88,569561606,2013-08-21T11:59:45Z,User:Griff88,FALSE,-,0,0,0
Griff88,569561797,2013-08-21T12:01:11Z,User:Griff88,FALSE,-,0,0,0
Griff88,569720979,2013-08-22T13:12:13Z,Indonesia at the 2013 Asian Youth Games,FALSE,-,0,0.011600945,0
Griff88,569852339,2013-08-23T11:50:26Z,Indonesia at the 2013 Asian Youth Games,FALSE,-,0,0.054269257,0
Griff88,569853666,2013-08-23T12:03:06Z,Indonesia at the 2009 Asian Youth Games,FALSE,-,0,0.046000978,0
Griff88,569853900,2013-08-23T12:05:22Z,India at the Olympics,FALSE,-,0,0.037869648,0
Griff88,569949450,2013-08-24T04:14:59Z,Swimming at the 1968 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.076279874,0
Griff88,569954613,2013-08-24T05:15:05Z,Swimming at the 1972 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.036159016,0
Griff88,569955623,2013-08-24T05:30:15Z,Swimming at the 1972 Summer Olympics – Men's 100 metre freestyle,FALSE,-,0,0.086195396,0
Griff88,570109653,2013-08-25T10:25:16Z,Swimming at the 2013 Asian Youth Games,FALSE,-,0,0,0
Griff88,570110877,2013-08-25T10:40:42Z,Swimming at the 2013 Asian Youth Games,FALSE,-,0,0.061571937,0
Griff88,570112640,2013-08-25T11:03:47Z,Swimming at the 2013 Asian Youth Games,FALSE,-,0,0.050834882,0
Griff88,570115578,2013-08-25T11:38:37Z,Indonesia at the 2013 Asian Youth Games,FALSE,-,0,0.050834882,0
Griff88,570116174,2013-08-25T11:43:58Z,Indonesia at the 2013 Asian Youth Games,FALSE,-,0,0.043604966,0
Griff88,570120353,2013-08-25T12:27:44Z,Swimming at the 2013 Asian Youth Games,FALSE,-,0,0.042614972,0
Griff88,571038434,2013-09-01T05:43:06Z,Rugby sevens at the 2013 Asian Youth Games,FALSE,-,0,0.047380717,0
Griff88,571039116,2013-09-01T05:55:32Z,Rugby sevens at the 2013 Asian Youth Games,FALSE,-,0,0.073508761,0
Griff88,571044127,2013-09-01T07:16:08Z,Fencing at the 2013 Asian Youth Games,FALSE,-,0,0,0
Griff88,572045164,2013-09-08T12:03:26Z,1992 Summer Olympics national flag bearers,FALSE,-,0,0.076279874,0
Griff88,573011439,2013-09-15T12:35:43Z,1964 Summer Olympics national flag bearers,FALSE,-,0,0,0
Griff88,573012408,2013-09-15T12:45:53Z,1964 Summer Olympics national flag bearers,FALSE,-,0,0.086195396,0
Griff88,573774710,2013-09-20T12:58:29Z,2013 Islamic Solidarity Games,FALSE,-,0,0.108999664,0
Griff88,574973014,2013-09-29T07:42:32Z,2013 Islamic Solidarity Games,FALSE,-,0,0.110957283,0
Griff88,575288395,2013-10-01T13:36:37Z,User:Griff88,FALSE,-,0,0,0
Griff88,575289074,2013-10-01T13:42:55Z,2013 Islamic Solidarity Games,FALSE,-,0,0.009239363,0
Griff88,575289741,2013-10-01T13:49:09Z,2013 Islamic Solidarity Games,FALSE,-,0,0.042007169,0
Griff88,575290952,2013-10-01T13:59:21Z,2013 Islamic Solidarity Games,FALSE,-,0,0.079878426,0
Griff88,577252165,2013-10-15T08:58:22Z,Asian Games,FALSE,-,0,0.025308024,0
Griff88,581747302,2013-11-15T09:43:11Z,1964 Summer Olympics national flag bearers,FALSE,-,0,0.074536897,0
Griff88,583500801,2013-11-27T07:19:32Z,Wales national football team,FALSE,-,0,0.046000978,0
Griff88,584963667,2013-12-07T07:46:24Z,2013 Southeast Asian Games,FALSE,-,0,0.04824571,0
Griff88,584964370,2013-12-07T07:57:02Z,Indonesia at the 2013 Southeast Asian Games,FALSE,-,0,0.046000978,0
